@RELATION RapidMinerData

@ATTRIBUTE 'edad' {'10','11','12','13','14','15','16','17','18'}
@ATTRIBUTE 'estudios' {'20','21','22','23'}
@ATTRIBUTE 'claseSocial' {'32','35','31','37','30','33','34','36'}
@ATTRIBUTE 'trabajo' {'42','40','41'}
@ATTRIBUTE 'municipio' {'50','51','52'}
@ATTRIBUTE 'sexo' {'100','101'}
@ATTRIBUTE 'class' {'1','2'}

@DATA
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','21','37','42','52','101','2'
'13','22','37','42','52','101','1'
'13','22','37','42','52','101','1'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','22','37','42','52','101','2'
'13','23','37','42','52','101','1'
'13','23','37','42','52','101','1'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','23','37','42','52','101','2'
'13','20','30','42','50','100','1'
'13','20','30','42','50','100','1'
'13','20','30','42','50','100','2'
'13','20','30','42','50','100','2'
'13','20','30','42','50','100','2'
'13','20','30','42','50','100','2'
'13','20','30','42','50','100','2'
'13','20','30','42','50','100','2'
'13','20','30','42','50','100','2'
'13','20','30','42','50','100','2'
'13','20','30','42','50','100','2'
'13','20','30','42','50','100','2'
'13','20','30','42','50','100','2'
'13','20','30','42','50','100','2'
'13','20','30','42','50','100','2'
'13','20','30','42','50','100','2'
'13','20','30','42','50','100','2'
'13','20','30','42','50','100','2'
'13','20','31','40','50','100','1'
'13','20','31','40','50','100','1'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','32','42','50','100','1'
'13','20','32','42','50','100','1'
'13','20','32','42','50','100','1'
'13','20','32','42','50','100','1'
'13','20','32','42','50','100','1'
'13','20','32','42','50','100','1'
'13','20','32','42','50','100','1'
'13','20','32','42','50','100','1'
'13','20','32','42','50','100','1'
'13','20','32','42','50','100','1'
'13','20','32','42','50','100','1'
'13','20','32','42','50','100','1'
'13','20','32','42','50','100','1'
'13','20','32','42','50','100','1'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','32','42','50','100','2'
'13','20','33','42','50','100','1'
'13','20','33','42','50','100','1'
'13','20','33','42','50','100','1'
'13','20','33','42','50','100','1'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','33','42','50','100','2'
'13','20','34','42','50','100','1'
'13','20','34','42','50','100','1'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','34','42','50','100','2'
'13','20','35','42','50','100','1'
'13','20','35','42','50','100','1'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','35','42','50','100','2'
'13','20','36','42','50','100','2'
'13','20','36','42','50','100','2'
'13','20','36','42','50','100','2'
'13','20','36','42','50','100','2'
'13','20','37','40','50','100','2'
'13','20','37','40','50','100','2'
'13','20','30','42','52','101','1'
'13','20','30','42','52','101','1'
'13','20','30','42','52','101','1'
'13','20','30','42','52','101','2'
'13','20','30','42','52','101','2'
'13','20','30','42','52','101','2'
'13','20','30','42','52','101','2'
'13','20','30','42','52','101','2'
'13','20','30','42','52','101','2'
'13','20','30','42','52','101','2'
'13','20','30','42','52','101','2'
'13','20','30','42','52','101','2'
'13','20','30','42','52','101','2'
'13','20','30','42','52','101','2'
'13','20','30','42','52','101','2'
'13','20','30','42','52','101','2'
'13','20','31','40','50','101','1'
'13','20','31','40','50','101','2'
'13','20','31','40','50','101','2'
'13','20','31','40','50','101','2'
'13','20','31','40','50','101','2'
'13','20','31','40','50','101','2'
'13','20','31','40','50','101','2'
'13','20','31','40','50','101','2'
'13','20','31','40','50','101','2'
'13','20','31','40','50','101','2'
'13','20','31','40','50','101','2'
'13','20','31','40','50','101','2'
'13','20','31','40','50','101','2'
'13','20','31','40','50','101','2'
'13','20','31','40','50','101','2'
'13','20','31','40','50','101','2'
'13','20','31','40','50','101','2'
'13','20','31','40','50','101','2'
'13','20','32','42','52','101','1'
'13','20','32','42','52','101','1'
'13','20','32','42','52','101','1'
'13','20','32','42','52','101','1'
'13','20','32','42','52','101','1'
'13','20','32','42','52','101','1'
'13','20','32','42','52','101','1'
'13','20','32','42','52','101','1'
'13','20','32','42','52','101','1'
'13','20','32','42','52','101','1'
'13','20','32','42','52','101','1'
'13','20','32','42','52','101','1'
'13','20','32','42','52','101','1'
'13','20','32','42','52','101','1'
'13','20','32','42','52','101','1'
'13','20','32','42','52','101','1'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','32','42','52','101','2'
'13','20','33','42','52','101','1'
'13','20','33','42','52','101','1'
'13','20','33','42','52','101','1'
'13','20','33','42','52','101','1'
'13','20','33','42','52','101','1'
'13','20','33','42','52','101','1'
'13','20','33','42','52','101','1'
'13','20','33','42','52','101','1'
'13','20','33','42','52','101','1'
'13','20','33','42','52','101','1'
'13','20','33','42','52','101','1'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','33','42','52','101','2'
'13','20','34','42','52','101','1'
'13','20','34','42','52','101','1'
'13','20','34','42','52','101','1'
'13','20','34','42','52','101','1'
'13','20','34','42','52','101','1'
'13','20','34','42','52','101','1'
'13','20','34','42','52','101','1'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','34','42','52','101','2'
'13','20','35','42','52','101','1'
'13','20','35','42','52','101','1'
'13','20','35','42','52','101','1'
'13','20','35','42','52','101','1'
'13','20','35','42','52','101','1'
'13','20','35','42','52','101','1'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','35','42','52','101','2'
'13','20','37','40','52','101','2'
'13','20','37','40','52','101','2'
'13','20','31','40','50','100','1'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','40','50','100','2'
'13','20','31','41','50','100','1'
'13','20','31','41','50','100','2'
'13','20','31','41','50','100','2'
'13','20','31','41','50','100','2'
'17','20','35','42','50','100','1'
'17','20','35','42','50','100','1'
'17','20','35','42','50','100','1'
'17','20','35','42','50','100','1'
'17','20','35','42','50','100','1'
'17','20','35','42','50','100','1'
'17','20','35','42','50','100','1'
'17','20','35','42','50','100','1'
'17','20','35','42','50','100','1'
'17','20','35','42','50','100','1'
'17','20','35','42','50','100','1'
'17','20','35','42','50','100','1'
'17','20','35','42','50','100','1'
